Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_025030_20220623_20220705_02_T1,LC08_L1TP_025030_20220623_20220705_02_T1,LC80250302022174LGN00,2022/06/23,T1,2, 025, 030, 025, 030,NADIR,  -0.001,2022/07/05,2022/07/05,2022-06-23 16:47:01,2022-06-23 16:47:33,LGN,DAY,   0.00,   0.00,755,5,    7.120,    4.747,    5.306,LPGS_16.1.0,64.40969147,134.25380495,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.39"N,90°57'02.38"W,44°14'52.15"N,92°21'22.36"W,44°11'43.04"N,89°28'38.57"W,42°08'36.71"N,92°22'40.66"W,42°05'40.92"N,89°35'46.03"W, 43.18483, -90.95066, 44.24782, -92.35621, 44.19529, -89.47738, 42.14353, -92.37796, 42.09470, -89.59612,LC08_L2SP_025030_20220623_20220705_02_T1,LC80250302022174LGN00
LC08_L2SP_025031_20220623_20220705_02_T1,LC08_L1TP_025031_20220623_20220705_02_T1,LC80250312022174LGN00,2022/06/23,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2022/07/05,2022/07/05,2022-06-23 16:47:25,2022-06-23 16:47:56,LGN,DAY,   2.90,   2.90,508,5,    7.933,    5.053,    6.116,LPGS_16.1.0,65.17301876,131.37153505,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.67"N,91°25'47.82"W,42°49'04.12"N,92°48'41.83"W,42°46'43.03"N,89°59'56.04"W,40°42'36.61"N,92°49'03.65"W,40°40'25.54"N,90°05'43.33"W, 41.75963, -91.42995, 42.81781, -92.81162, 42.77862, -89.99890, 40.71017, -92.81768, 40.67376, -90.09537,LC08_L2SP_025031_20220623_20220705_02_T1,LC80250312022174LGN00
LC08_L2SP_025032_20220623_20220705_02_T1,LC08_L1TP_025032_20220623_20220705_02_T1,LC80250322022174LGN00,2022/06/23,T1,2, 025, 032, 025, 032,NADIR,  -0.001,2022/07/05,2022/07/05,2022-06-23 16:47:49,2022-06-23 16:48:20,LGN,DAY,  17.68,  17.68,464,5,    7.743,    4.590,    6.235,LPGS_16.1.0,65.87738021,128.33971226,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.25"N,91°53'34.58"W,41°23'18.06"N,93°15'12.85"W,41°21'41.18"N,90°29'56.11"W,39°16'38.96"N,93°14'44.84"W,39°15'09.04"N,90°34'32.05"W, 40.33257, -91.89294, 41.38835, -93.25357, 41.36144, -90.49892, 39.27749, -93.24579, 39.25251, -90.57557,LC08_L2SP_025032_20220623_20220705_02_T1,LC80250322022174LGN00
LC09_L2SP_024030_20220624_20230409_02_T1,LC09_L1TP_024030_20220624_20230409_02_T1,LC90240302022175LGN01,2022/06/24,T1,2, 024, 030, 024, 030,NADIR,   0.000,2023/04/09,2023/04/09,2022-06-24 16:40:30,2022-06-24 16:41:01,LGN,DAY,  12.05,  12.05,730,5,    6.545,    4.292,    4.942,LPGS_16.2.0,64.30428125,133.98063518,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,43°11'04.99"N,89°26'15.86"W,44°13'16.18"N,90°58'06.89"W,44°17'08.95"N,87°59'42.47"W,42°03'34.60"N,90°49'51.49"W,42°07'10.49"N,87°57'37.91"W, 43.18472, -89.43774, 44.22116, -90.96858, 44.28582, -87.99513, 42.05961, -90.83097, 42.11958, -87.96053,LC09_L2SP_024030_20220624_20230409_02_T1,LC90240302022175LGN01
LC09_L2SP_029030_20220627_20230409_02_T1,LC09_L1TP_029030_20220627_20230409_02_T1,LC90290302022178LGN01,2022/06/27,T1,2, 029, 030, 029, 030,NADIR,   0.000,2023/04/09,2023/04/09,2022-06-27 17:11:23,2022-06-27 17:11:55,LGN,DAY,   0.15,   0.15,439,5,    7.339,    5.242,    5.137,LPGS_16.2.0,64.14187571,133.84729486,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,43°11'04.88"N,97°09'20.12"W,44°14'46"N,98°33'59.90"W,44°11'55.57"N,95°41'01.18"W,42°08'30.30"N,98°34'52.61"W,42°05'51.90"N,95°47'43.66"W, 43.18469, -97.15559, 44.24611, -98.56664, 44.19877, -95.68366, 42.14175, -98.58128, 42.09775, -95.79546,LC09_L2SP_029030_20220627_20230409_02_T1,LC90290302022178LGN01
LC09_L2SP_029031_20220627_20230409_02_T1,LC09_L1TP_029031_20220627_20230409_02_T1,LC90290312022178LGN01,2022/06/27,T1,2, 029, 031, 029, 031,NADIR,  -0.001,2023/04/09,2023/04/09,2022-06-27 17:11:47,2022-06-27 17:12:19,LGN,DAY,  13.43,  13.43,382,5,    7.007,    5.095,    4.810,LPGS_16.2.0,64.89663442,130.98572064,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'33.80"N,97°38'06"W,42°48'54.94"N,99°01'28.06"W,42°46'52.03"N,96°12'14.90"W,40°42'27.40"N,99°01'25.25"W,40°40'33.20"N,96°17'38.51"W, 41.75939, -97.63500, 42.81526, -99.02446, 42.78112, -96.20414, 40.70761, -99.02368, 40.67589, -96.29403,LC09_L2SP_029031_20220627_20230409_02_T1,LC90290312022178LGN01
LC08_L2SP_028030_20220628_20220706_02_T1,LC08_L1TP_028030_20220628_20220706_02_T1,LC80280302022179LGN00,2022/06/28,T1,2, 028, 030, 028, 030,NADIR,  -0.001,2022/07/06,2022/07/06,2022-06-28 17:05:34,2022-06-28 17:06:06,LGN,DAY,   0.04,   0.04,352,5,    7.088,    5.050,    4.973,LPGS_16.1.0,64.13896565,134.02464131,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'04.67"N,95°34'53.69"W,44°13'16.43"N,97°07'07.72"W,44°17'23.42"N,94°08'30.66"W,42°03'16.85"N,96°58'32.38"W,42°07'05.92"N,94°06'07.34"W, 43.18463, -95.58158, 44.22123, -97.11881, 44.28984, -94.14185, 42.05468, -96.97566, 42.11831, -94.10204,LC08_L2SP_028030_20220628_20220706_02_T1,LC80280302022179LGN00
LC08_L2SP_028031_20220628_20220706_02_T1,LC08_L1TP_028031_20220628_20220706_02_T1,LC80280312022179LGN00,2022/06/28,T1,2, 028, 031, 028, 031,NADIR,  -0.001,2022/07/06,2022/07/06,2022-06-28 17:05:58,2022-06-28 17:06:30,LGN,DAY,   0.17,   0.17,409,5,    7.702,    5.324,    5.566,LPGS_16.1.0,64.89741926,131.16901837,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'35.03"N,96°03'39.02"W,42°49'32.77"N,97°24'21.24"W,42°45'11.16"N,94°37'19.06"W,40°44'16.19"N,97°27'24.52"W,40°40'12.94"N,94°45'40.75"W, 41.75973, -96.06084, 42.82577, -97.40590, 42.75310, -94.62196, 40.73783, -97.45681, 40.67026, -94.76132,LC08_L2SP_028031_20220628_20220706_02_T1,LC80280312022179LGN00
LC08_L2SP_028032_20220628_20220706_02_T1,LC08_L1TP_028032_20220628_20220706_02_T1,LC80280322022179LGN00,2022/06/28,T1,2, 028, 032, 028, 032,NADIR,  -0.001,2022/07/06,2022/07/06,2022-06-28 17:06:22,2022-06-28 17:06:54,LGN,DAY,   0.01,   0.01,530,5,    7.272,    5.209,    5.074,LPGS_16.1.0,65.59751349,128.16827202,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,40°19'58.40"N,96°31'25.50"W,41°23'37.32"N,97°51'01.73"W,41°20'02.76"N,95°07'24.60"W,39°18'07.74"N,97°53'07.62"W,39°14'48.41"N,95°14'28.07"W, 40.33289, -96.52375, 41.39370, -97.85048, 41.33410, -95.12350, 39.30215, -97.88545, 39.24678, -95.24113,LC08_L2SP_028032_20220628_20220706_02_T1,LC80280322022179LGN00
LC09_L2SP_027030_20220629_20230409_02_T1,LC09_L1TP_027030_20220629_20230409_02_T1,LC90270302022180LGN01,2022/06/29,T1,2, 027, 030, 027, 030,NADIR,   0.000,2023/04/09,2023/04/09,2022-06-29 16:59:02,2022-06-29 16:59:33,LGN,DAY,   0.16,   0.16,483,5,    6.915,    5.093,    4.677,LPGS_16.2.0,64.00831147,133.80902460,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.45"N,94°03'38.02"W,44°13'45.12"N,95°33'10.94"W,44°15'25.45"N,92°36'28.44"W,42°05'10.72"N,95°27'55.04"W,42°06'43.81"N,92°37'17.04"W, 43.18457, -94.06056, 44.22920, -95.55304, 44.25707, -92.60790, 42.08631, -95.46529, 42.11217, -92.62140,LC09_L2SP_027030_20220629_20230409_02_T1,LC90270302022180LGN01
LC09_L2SP_027031_20220629_20230409_02_T1,LC09_L1TP_027031_20220629_20230409_02_T1,LC90270312022180LGN01,2022/06/29,T1,2, 027, 031, 027, 031,NADIR,  -0.001,2023/04/09,2023/04/09,2022-06-29 16:59:25,2022-06-29 16:59:57,LGN,DAY,   0.00,   0.00,503,5,    7.201,    5.013,    5.170,LPGS_16.2.0,64.76222735,130.96330534,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.99"N,94°32'22.96"W,42°48'00.25"N,96°00'25.31"W,42°50'22.20"N,93°07'38.14"W,40°39'17.10"N,95°54'30.71"W,40°41'28.79"N,93°07'23.12"W, 41.75972, -94.53971, 42.80007, -96.00703, 42.83950, -93.12726, 40.65475, -95.90853, 40.69133, -93.12309,LC09_L2SP_027031_20220629_20230409_02_T1,LC90270312022180LGN01
LC09_L2SP_027032_20220629_20230409_02_T1,LC09_L1TP_027032_20220629_20230409_02_T1,LC90270322022180LGN01,2022/06/29,T1,2, 027, 032, 027, 032,NADIR,   0.000,2023/04/09,2023/04/09,2022-06-29 16:59:49,2022-06-29 17:00:21,LGN,DAY,   0.00,   0.00,581,5,    6.715,    4.435,    5.043,LPGS_16.2.0,65.45806490,127.97462228,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.79"N,95°00'08.96"W,41°22'09.95"N,96°26'45.10"W,41°25'09.66"N,93°37'37.38"W,39°13'18.41"N,96°20'17.99"W,39°16'05.02"N,93°36'26.75"W, 40.33272, -95.00249, 41.36943, -96.44586, 41.41935, -93.62705, 39.22178, -96.33833, 39.26806, -93.60743,LC09_L2SP_027032_20220629_20230409_02_T1,LC90270322022180LGN01
LC08_L2SP_026032_20220630_20220707_02_T1,LC08_L1TP_026032_20220630_20220707_02_T1,LC80260322022181LGN00,2022/06/30,T1,2, 026, 032, 026, 032,NADIR,  -0.001,2022/07/07,2022/07/07,2022-06-30 16:54:00,2022-06-30 16:54:32,LGN,DAY,  19.59,  19.59,702,5,    7.435,    4.639,    5.810,LPGS_16.1.0,65.45300412,128.18243566,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.97"N,93°25'54.16"W,41°22'55.74"N,94°49'55.88"W,41°23'33.97"N,92°02'39.37"W,39°14'52.80"N,94°46'31.37"W,39°15'28.26"N,92°04'26.11"W, 40.33277, -93.43171, 41.38215, -94.83219, 41.39277, -92.04427, 39.24800, -94.77538, 39.25785, -92.07392,LC08_L2SP_026032_20220630_20220707_02_T1,LC80260322022181LGN00
LC08_L2SP_025030_20220709_20220721_02_T1,LC08_L1TP_025030_20220709_20220721_02_T1,LC80250302022190LGN00,2022/07/09,T1,2, 025, 030, 025, 030,NADIR,  -0.001,2022/07/21,2022/07/21,2022-07-09 16:47:01,2022-07-09 16:47:33,LGN,DAY,   3.13,   3.13,618,5,    7.360,    5.178,    5.231,LPGS_16.1.0,63.10374379,134.43521424,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.32"N,90°55'45.52"W,44°14'51.68"N,92°20'01.21"W,44°11'40.96"N,89°27'31.14"W,42°08'46.03"N,92°21'22.14"W,42°05'48.70"N,89°34'40.33"W, 43.18481, -90.92931, 44.24769, -92.33367, 44.19471, -89.45865, 42.14612, -92.35615, 42.09686, -89.57787,LC08_L2SP_025030_20220709_20220721_02_T1,LC80250302022190LGN00
LC08_L2SP_025031_20220709_20220721_02_T1,LC08_L1TP_025031_20220709_20220721_02_T1,LC80250312022190LGN00,2022/07/09,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2022/07/21,2022/07/21,2022-07-09 16:47:25,2022-07-09 16:47:57,LGN,DAY,   4.20,   4.20,387,5,    8.070,    5.332,    6.057,LPGS_16.1.0,63.87250338,131.70839556,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'35.46"N,91°24'30.46"W,42°49'13.69"N,92°47'22.52"W,42°46'50.66"N,89°58'36.44"W,40°42'46.22"N,92°47'46.93"W,40°40'33.31"N,90°04'26.36"W, 41.75985, -91.40846, 42.82047, -92.78959, 42.78074, -89.97679, 40.71284, -92.79637, 40.67592, -90.07399,LC08_L2SP_025031_20220709_20220721_02_T1,LC80250312022190LGN00
LC08_L2SP_025032_20220709_20220721_02_T1,LC08_L1TP_025032_20220709_20220721_02_T1,LC80250322022190LGN00,2022/07/09,T1,2, 025, 032, 025, 032,NADIR,  -0.001,2022/07/21,2022/07/21,2022-07-09 16:47:49,2022-07-09 16:48:21,LGN,DAY,   6.56,   6.56,420,5,    7.563,    4.843,    5.808,LPGS_16.1.0,64.58614697,128.84709429,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.12"N,91°52'17.33"W,41°23'18.20"N,93°13'55.34"W,41°21'39.49"N,90°28'38.71"W,39°16'39.14"N,93°13'29.71"W,39°15'07.45"N,90°33'17.03"W, 40.33281, -91.87148, 41.38839, -93.23204, 41.36097, -90.47742, 39.27754, -93.22492, 39.25207, -90.55473,LC08_L2SP_025032_20220709_20220721_02_T1,LC80250322022190LGN00
LC09_L2SP_024030_20220710_20230408_02_T1,LC09_L1TP_024030_20220710_20230408_02_T1,LC90240302022191LGN01,2022/07/10,T1,2, 024, 030, 024, 030,NADIR,   0.000,2023/04/08,2023/04/08,2022-07-10 16:40:26,2022-07-10 16:40:58,LGN,DAY,   2.02,   2.02,868,5,    5.722,    3.895,    4.192,LPGS_16.2.0,62.92553686,134.35019421,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,43°11'04.99"N,89°23'20.80"W,44°13'12.54"N,90°55'10.88"W,44°17'00.71"N,87°56'46.39"W,42°03'30.53"N,90°47'01.61"W,42°07'02.17"N,87°54'47.95"W, 43.18472, -89.38911, 44.22015, -90.91969, 44.28353, -87.94622, 42.05848, -90.78378, 42.11727, -87.91332,LC09_L2SP_024030_20220710_20230408_02_T1,LC90240302022191LGN01
LC09_L2SP_024031_20220710_20230408_02_T1,LC09_L1TP_024031_20220710_20230408_02_T1,LC90240312022191LGN01,2022/07/10,T1,2, 024, 031, 024, 031,NADIR,  -0.001,2023/04/08,2023/04/08,2022-07-10 16:40:50,2022-07-10 16:41:22,LGN,DAY,  18.02,  18.02,677,5,    6.234,    4.368,    4.448,LPGS_16.2.0,63.69259606,131.64059688,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,41°45'35.35"N,89°52'05.84"W,42°47'37.97"N,91°22'16.10"W,42°52'04.91"N,88°27'51.08"W,40°37'48.65"N,91°13'36.08"W,40°41'56.15"N,88°24'56.34"W, 41.75982, -89.86829, 42.79388, -91.37114, 42.86803, -88.46419, 40.63018, -91.22669, 40.69893, -88.41565,LC09_L2SP_024031_20220710_20230408_02_T1,LC90240312022191LGN01
LC09_L2SP_024032_20220710_20230408_02_T1,LC09_L1TP_024032_20220710_20230408_02_T1,LC90240322022191LGN01,2022/07/10,T1,2, 024, 032, 024, 032,NADIR,   0.000,2023/04/08,2023/04/08,2022-07-10 16:41:14,2022-07-10 16:41:45,LGN,DAY,   5.57,   5.57,642,5,    6.523,    4.484,    4.738,LPGS_16.2.0,64.40523114,128.79869422,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.07"N,90°19'52.03"W,41°23'39.34"N,91°39'11.16"W,41°19'48.43"N,88°55'48.72"W,39°18'29.77"N,91°41'38.33"W,39°14'55.18"N,89°03'12.13"W, 40.33252, -90.33112, 41.39426, -91.65310, 41.33012, -88.93020, 39.30827, -91.69398, 39.24866, -89.05337,LC09_L2SP_024032_20220710_20230408_02_T1,LC90240322022191LGN01
LC09_L2SP_029030_20220713_20230406_02_T1,LC09_L1TP_029030_20220713_20230406_02_T1,LC90290302022194LGN03,2022/07/13,T1,2, 029, 030, 029, 030,NADIR,   0.000,2023/04/06,2023/04/06,2022-07-13 17:11:19,2022-07-13 17:11:50,LGN,DAY,   0.01,   0.01,563,5,    7.009,    4.874,    5.037,LPGS_16.2.0,62.53244837,134.71664727,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,43°11'05.03"N,97°06'05.80"W,44°14'45.20"N,98°30'37.01"W,44°11'50.03"N,95°37'52.25"W,42°08'39.26"N,98°31'36.52"W,42°05'56.47"N,95°44'40.60"W, 43.18473, -97.10161, 44.24589, -98.51028, 44.19723, -95.63118, 42.14424, -98.52681, 42.09902, -95.74461,LC09_L2SP_029030_20220713_20230406_02_T1,LC90290302022194LGN03
LC09_L2SP_029031_20220713_20230406_02_T1,LC09_L1TP_029031_20220713_20230406_02_T1,LC90290312022194LGN03,2022/07/13,T1,2, 029, 031, 029, 031,NADIR,   0.000,2023/04/06,2023/04/06,2022-07-13 17:11:42,2022-07-13 17:12:14,LGN,DAY,   0.01,   0.01,623,5,    6.501,    4.714,    4.478,LPGS_16.2.0,63.30798943,132.05846886,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'35.32"N,97°34'50.41"W,42°49'04.66"N,98°58'09.91"W,42°46'56.86"N,96°08'56.65"W,40°42'37.12"N,98°58'13.44"W,40°40'38.39"N,96°14'26.66"W, 41.75981, -97.58067, 42.81796, -98.96942, 42.78246, -96.14907, 40.71031, -98.97040, 40.67733, -96.24074,LC09_L2SP_029031_20220713_20230406_02_T1,LC90290312022194LGN03
LC08_L2SP_028031_20220714_20220725_02_T1,LC08_L1TP_028031_20220714_20220725_02_T1,LC80280312022195LGN00,2022/07/14,T1,2, 028, 031, 028, 031,NADIR,  -0.001,2022/07/25,2022/07/25,2022-07-14 17:05:57,2022-07-14 17:06:28,LGN,DAY,   6.73,   6.73,474,5,    7.383,    4.867,    5.553,LPGS_16.1.0,63.23179205,132.39288035,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'35.03"N,96°01'52.25"W,42°49'31.30"N,97°22'35.58"W,42°45'07.13"N,94°35'33.79"W,40°44'14.82"N,97°25'42.20"W,40°40'09.19"N,94°43'58.80"W, 41.75973, -96.03118, 42.82536, -97.37655, 42.75198, -94.59272, 40.73745, -97.42839, 40.66922, -94.73300,LC08_L2SP_028031_20220714_20220725_02_T1,LC80280312022195LGN00
LC09_L2SP_027031_20220715_20230407_02_T1,LC09_L1TP_027031_20220715_20230407_02_T1,LC90270312022196LGN01,2022/07/15,T1,2, 027, 031, 027, 031,NADIR,   0.001,2023/04/07,2023/04/07,2022-07-15 16:59:21,2022-07-15 16:59:53,LGN,DAY,   1.09,   1.09,517,5,    6.725,    4.456,    5.037,LPGS_16.2.0,63.03404214,132.38235474,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.20"N,94°29'21.77"W,42°48'05.08"N,95°57'20.66"W,42°50'22.38"N,93°04'33.13"W,40°39'21.56"N,95°51'32.08"W,40°41'28.93"N,93°04'24.17"W, 41.75950, -94.48938, 42.80141, -95.95574, 42.83955, -93.07587, 40.65599, -95.85891, 40.69137, -93.07338,LC09_L2SP_027031_20220715_20230407_02_T1,LC90270312022196LGN01
LC09_L2SP_027032_20220715_20230407_02_T1,LC09_L1TP_027032_20220715_20230407_02_T1,LC90270322022196LGN01,2022/07/15,T1,2, 027, 032, 027, 032,NADIR,   0.000,2023/04/07,2023/04/07,2022-07-15 16:59:45,2022-07-15 17:00:17,LGN,DAY,   1.36,   1.36,634,5,    6.020,    3.871,    4.611,LPGS_16.2.0,63.76355186,129.63483282,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'58.62"N,94°57'07.78"W,41°22'15.71"N,96°23'31.70"W,41°25'10.60"N,93°34'36.44"W,39°13'23.74"N,96°17'10.61"W,39°16'05.88"N,93°33'31.50"W, 40.33295, -94.95216, 41.37103, -96.39214, 41.41961, -93.57679, 39.22326, -96.28628, 39.26830, -93.55875,LC09_L2SP_027032_20220715_20230407_02_T1,LC90270322022196LGN01
LC08_L2SP_024030_20220718_20220725_02_T1,LC08_L1TP_024030_20220718_20220725_02_T1,LC80240302022199LGN00,2022/07/18,T1,2, 024, 030, 024, 030,NADIR,  -0.001,2022/07/25,2022/07/25,2022-07-18 16:40:52,2022-07-18 16:41:24,LGN,DAY,   0.96,   0.96,850,5,    5.869,    4.140,    4.161,LPGS_16.1.0,61.85284917,135.67688835,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,16,WGS84,WGS84,43°11'05.71"N,89°22'40.94"W,44°13'23.63"N,90°54'31.03"W,44°17'10.75"N,87°56'05.93"W,42°03'31.82"N,90°46'22.51"W,42°07'02.46"N,87°54'08.75"W, 43.18492, -89.37804, 44.22323, -90.90862, 44.28632, -87.93498, 42.05884, -90.77292, 42.11735, -87.90243,LC08_L2SP_024030_20220718_20220725_02_T1,LC80240302022199LGN00
LC08_L2SP_024031_20220718_20220725_02_T1,LC08_L1TP_024031_20220718_20220725_02_T1,LC80240312022199LGN00,2022/07/18,T1,2, 024, 031, 024, 031,NADIR,  -0.001,2022/07/25,2022/07/25,2022-07-18 16:41:16,2022-07-18 16:41:48,LGN,DAY,   2.18,   2.18,605,5,    6.349,    4.228,    4.737,LPGS_16.1.0,62.65004262,133.11160903,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,16,WGS84,WGS84,41°45'34.31"N,89°51'26.53"W,42°47'39.48"N,91°21'36.61"W,42°52'05.41"N,88°27'11.45"W,40°37'40.33"N,91°12'57.24"W,40°41'46.90"N,88°24'17.78"W, 41.75953, -89.85737, 42.79430, -91.36017, 42.86817, -88.45318, 40.62787, -91.21590, 40.69636, -88.40494,LC08_L2SP_024031_20220718_20220725_02_T1,LC80240312022199LGN00
LC08_L2SP_024032_20220718_20220725_02_T1,LC08_L1TP_024032_20220718_20220725_02_T1,LC80240322022199LGN00,2022/07/18,T1,2, 024, 032, 024, 032,NADIR,  -0.001,2022/07/25,2022/07/25,2022-07-18 16:41:40,2022-07-18 16:42:12,LGN,DAY,  14.86,  14.86,301,5,    7.368,    5.229,    5.192,LPGS_16.1.0,63.39631472,130.42356229,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.83"N,90°19'12.40"W,41°23'38.87"N,91°38'32.42"W,41°19'47.06"N,88°55'10.09"W,39°18'19.62"N,91°41'00.96"W,39°14'44.20"N,89°02'35.23"W, 40.33273, -90.32011, 41.39413, -91.64234, 41.32974, -88.91947, 39.30545, -91.68360, 39.24561, -89.04312,LC08_L2SP_024032_20220718_20220725_02_T1,LC80240322022199LGN00
LC08_L2SP_029030_20220721_20220801_02_T1,LC08_L1TP_029030_20220721_20220801_02_T1,LC80290302022202LGN00,2022/07/21,T1,2, 029, 030, 029, 030,NADIR,  -0.001,2022/08/01,2022/08/01,2022-07-21 17:11:49,2022-07-21 17:12:21,LGN,DAY,   0.08,   0.08,648,5,    6.676,    4.712,    4.729,LPGS_16.1.0,61.35783813,136.25646177,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,43°11'04.96"N,97°06'35.28"W,44°14'45.31"N,98°31'04.08"W,44°11'50.86"N,95°38'19.25"W,42°08'29.65"N,98°32'02.72"W,42°05'47.47"N,95°45'07.16"W, 43.18471, -97.10980, 44.24592, -98.51780, 44.19746, -95.63868, 42.14157, -98.53409, 42.09652, -95.75199,LC08_L2SP_029030_20220721_20220801_02_T1,LC80290302022202LGN00
LC08_L2SP_029031_20220721_20220801_02_T1,LC08_L1TP_029031_20220721_20220801_02_T1,LC80290312022202LGN00,2022/07/21,T1,2, 029, 031, 029, 031,NADIR,  -0.001,2022/08/01,2022/08/01,2022-07-21 17:12:13,2022-07-21 17:12:45,LGN,DAY,   0.10,   0.10,681,5,    6.525,    4.648,    4.579,LPGS_16.1.0,62.16780482,133.75472021,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'34.52"N,97°35'20.40"W,42°49'04.66"N,98°58'36.34"W,42°46'57.50"N,96°09'23.04"W,40°42'27.40"N,98°58'39.04"W,40°40'29.28"N,96°14'52.58"W, 41.75959, -97.58900, 42.81796, -98.97676, 42.78264, -96.15640, 40.70761, -98.97751, 40.67480, -96.24794,LC08_L2SP_029031_20220721_20220801_02_T1,LC80290312022202LGN00
LC09_L2SP_028030_20220722_20230406_02_T1,LC09_L1TP_028030_20220722_20230406_02_T1,LC90280302022203LGN01,2022/07/22,T1,2, 028, 030, 028, 030,NADIR,   0.000,2023/04/06,2023/04/06,2022-07-22 17:05:16,2022-07-22 17:05:48,LGN,DAY,   5.95,   5.95,503,5,    6.798,    4.776,    4.837,LPGS_16.2.0,61.13517386,136.29633557,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'06"N,95°34'22.22"W,44°13'17.90"N,97°06'27.25"W,44°17'23.86"N,94°07'50.05"W,42°03'18.22"N,96°57'53.32"W,42°07'06.31"N,94°05'28.18"W, 43.18500, -95.57284, 44.22164, -97.10757, 44.28996, -94.13057, 42.05506, -96.96481, 42.11842, -94.09116,LC09_L2SP_028030_20220722_20230406_02_T1,LC90280302022203LGN01
